aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name,display_name,search_method
"","Jambi","Jambi","Alam Barajo","Alam Barajo, Jambi, Sumatera, 36129, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Playen","Playen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, 55861, Indonesia",""
"JABODETABEK","Jawa Barat","Depok","Limo","Limo, Depok, Jawa Barat, Jawa, 16515, Indonesia",""
"","Jawa Tengah","Banyumas","Wangon","Wangon, Banyumas, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Sumedang","Tanjungmedar","SMP Negeri Tanjungmedar, Jingkang - Baregbeg, Jingkang, Sumedang, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Purbalingga","Karangmoncol","Karangmoncol, Purbalingga, Jawa Tengah, Jawa, Indonesia",""
"","Lampung","Lampung Selatan","Penengahan","Penengahan, Lampung Selatan, Lampung, Sumatera, 35592, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Tegal Buleud","Tegalbuleud, Kab Sukabumi, Jawa Barat, Jawa, Indonesia","joined"
"","Sulawesi Selatan","Wajo","Tana Sitolo","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Tana+Sitolo%2C+Wajo%2C+Sulawesi+Selatan","not_found"
"Bandung Raya","Jawa Barat","Bandung Kota","Gedebage","Gedebage, Jalan Gede Bagja, Cisaranten Kidul, Gedebage, Kota Bandung, Jawa Barat, Jawa, 40294, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Godean","Godean, Sleman, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Barat","Purwakarta","Darangdan","Darangdan, Jalan Tol Cikampek–Purwakarta–Padalarang, Sawit, Purwakarta, Jawa Barat, Jawa, 41163, Indonesia",""
"","Banten","Tangerang Kabupaten","Teluknaga","Teluknaga, Kabupaten Tangerang, Banten, Jawa, 15510, Indonesia",""
"","Daerah Istimewa Yogyakarta","Bantul","Pundong","Pundong, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55771, Indonesia",""
"","Kalimantan Timur","Samarinda","Loa Janan Ilir","Loa Janan Ilir, Samarinda, Kalimantan Timur, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Jatiasih","Jatiasih, Bekasi, Jawa Barat, Jawa, 17424, Indonesia",""
"","Jawa Timur","Sidoarjo","Jabon","Jabon, Sidoarjo, Jawa Timur, Jawa, Indonesia",""
"","Bali","Jembrana","Mendoyo","Mendoyo, Jembrana, Bali, Nusa Tenggara, 82251, Indonesia",""
"","Kalimantan Selatan","Banjarmasin","Banjarmasin Tengah","Banjarmasin Tengah, Banjarmasin, Kalimantan Selatan, Indonesia",""
"","Jawa Timur","Jember","Gumuk Mas","Jalan Gumuk Mas-Puger, Karang Rejo, Jember, Jawa Timur, Jawa, 68164, Indonesia",""
"","Jawa Timur","Lamongan","","Lamongan, Jalan Panglima Sudirman, Dapur, Lamongan, Jawa Timur, Jawa, 62211, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Barat","Cipatat","Cipatat, Bandung Barat, Jawa Barat, Jawa, 40554, Indonesia",""
"","Jawa Timur","Bondowoso","Taman Krocok","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Taman+Krocok%2C+Bondowoso%2C+Jawa+Timur","not_found"
"","Jawa Barat","Indramayu","Balongan","Balongan, Indramayu, Jawa Barat, Jawa, 45218, Indonesia",""
"","Kalimantan Tengah","Barito Utara","Teweh Tengah","Sungai Teweh, Barito Utara, Kalimantan Tengah, Indonesia",""
"JABODETABEK","Banten","Tangerang","Cikupa","Cikupa, Kabupaten Tangerang, Banten, Jawa, 15710, Indonesia",""
"","Lampung","Pesawaran","Teluk Pandan","SD Negeri 1 Teluk Pandan (Hanura), Jalan Ahmad Yani, Hanura, Pesawaran, Lampung, Sumatera, 35450, Indonesia",""
"","Aceh","Banda Aceh","Banda Raya","Banda Raya, Banda Aceh, Aceh, Sumatera, 23238, Indonesia",""
"","Banten","Cilegon","Cilegon","Cilegon, Jalan Stasiun KA, Kp Rokal, Masigit, Cilegon, Banten, Jawa, 42411, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Astana Anyar","SENTRA INDUSTRI KUSEN ASTANA ANYAR, Pelindung Hewan, Astanaanyar, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Utara","Samosir","Simanindo","Simanindo, Samosir, Sumatera Utara, Sumatera, Indonesia",""
"","Sumatera Selatan","Ogan Komering Ilir","Cengal","Cengal, Ogan Komering Ilir, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Sukalarang","Sukalarang, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Trenggalek","Tugu","Bendungan Tugu, Sukokidul, Trenggalek, Jawa Timur, Jawa, Indonesia",""
"","Kalimantan Selatan","Tapin","Tapin Utara","Puskesmas Tapin Utara, Jalan Kesehatan, Rantau Kanan, Tapin, Kalimantan Selatan, Indonesia",""
"","Sumatera Utara","Tapanuli Utara","Sipoholon","Hot springs, 5, Sipahutar, Tapanuli Utara, Sumatera Utara, Sumatera, 22411, Indonesia",""
"","Jawa Timur","Jember","Semboro","Semboro, Jember, Jawa Timur, Jawa, 68155, Indonesia",""
"","Jawa Tengah","Kebumen","Karanggayam","Karanggayam, Kebumen, Jawa Tengah, Jawa, 54364, Indonesia",""
"","Jawa Tengah","Klaten","Klaten Selatan","Pemda Klaten, Jalan Pemuda Selatan, Klaten, Klaten City, Klaten, Jawa Tengah, Jawa, 57424, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Gamping","Gamping, Sleman, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Tengah","Klaten","Klaten Utara","BMT Amanah Klaten Utara, Jalan Ki Ageng Gribig, Gergunung, Klaten City, Klaten, Jawa Tengah, Jawa, 57415, Indonesia",""
"","Daerah Istimewa Yogyakarta","Yogyakarta","Kotagede","Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Pakisaji","Pakisaji, Kabupaten Malang, Jawa Timur, Jawa, 65162, Indonesia",""
"","Bali","Denpasar","Denpasar Timur","Denpasar Timur, Denpasar, Bali, Nusa Tenggara, Indonesia",""
"","Jawa Barat","Bandung Barat","Saguling","Saguling, Bandung Barat, Jawa Barat, Jawa, Indonesia",""
"","Banten","Serang Kabupaten","Kramatwatu","Kramatwatu, Kab Serang, Banten, Jawa, 42161, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kota","Mustikajaya","Mustikajaya, Bekasi, Jawa Barat, Jawa, 17158, Indonesia",""
"","Jambi","Jambi","Pasar Jambi","Pasar Jambi, Jalan Dokter Sutomo, Pasar Jambi, Jambi, Danau Sipin, Jambi, Sumatera, 36123, Indonesia",""
"","Jawa Barat","Sumedang","Pamulihan","Pamulihan, Sumedang, Jawa Barat, Jawa, 45365, Indonesia",""
"","Jawa Timur","Nganjuk","Bagor","Bagor, Jalan Raya Nganjuk - Wilangan, Paron, Nganjuk, Jawa Timur, Jawa, 64461, Indonesia",""
"","Jawa Timur","Nganjuk","Loceret","Loceret, Nganjuk, Jawa Timur, Jawa, 64471, Indonesia",""
"","Jawa Timur","Jombang","Bareng","Bareng, Jombang, Jawa Timur, Jawa, 61473, Indonesia",""
"","Sumatera Barat","Padang","Padang Timur","Padang, Rel Kereta Sim Aru, Jati Baru, Padang, Sumatera Barat, Sumatera, 25121, Indonesia",""
"","Jawa Timur","Banyuwangi","Pesanggaran","Pesanggaran, Banyuwangi, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Susukan","Susukan, Kabupaten Cirebon, Jawa Barat, Jawa, 45166, Indonesia",""
"","Sulawesi Selatan","Luwu Timur","Malili","Malili, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Timur","Probolinggo Kabupaten","Lumbang","Lumbang, Probolinggo, Jawa Timur, Jawa, 67255, Indonesia",""
"","Aceh","Aceh Utara","Simpang Keramat","Keude Simpang Iv, Kuta Makmur, Aceh Utara, Aceh, Sumatera, Indonesia",""
"","Papua","Keerom","","Keerom, Papua, Western New Guinea, Indonesia",""
"","Jawa Barat","Bekasi Kabupaten","Pebayuran","Pebayuran, Kab Bekasi, Jawa Barat, Jawa, 41352, Indonesia",""
"","Jawa Timur","Bangkalan","Kokop","Kokop, Bangkalan, Jawa Timur, Jawa, 69155, Indonesia",""
"","Jawa Barat","Subang","Dawuan","Dawuan Kidul, Subang, Jawa Barat, Jawa, 41271, Indonesia",""
"","Banten","Serang","Cikande","Cikande, Kab Serang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Garut","Pangatikan","Pangatikan, Garut, Jawa Barat, Jawa, 44183, Indonesia",""
"","Jawa Tengah","Demak","Bonang","Bonang, Demak, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Magetan","Kawedanan","Kawedanan, Magetan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Bancak","Bancak, Kabupaten Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Semanu","Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Pusat","Tanah Abang","Tanah Abang, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Nusa Tenggara Barat","Lombok Utara","Pemenang","Pemenang, Desa Pemenang Barat, Lombok Utara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Jawa Barat","Bekasi Kabupaten","Setu","Setu, Kab Bekasi, Jawa Barat, Jawa, 17320, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Arcamanik","Arcamanik, Kota Bandung, Jawa Barat, Jawa, 40293, Indonesia",""
"","Jawa Timur","Ngawi","Karangjati","Karangjati, Ngawi, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kota","Cibeunying Kidul","Cibeunying Kidul, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Barat","Rongga","SMA MUSLIMIN RONGGA, 001/016, Bandung Barat, Jawa Barat, Jawa, 40565, Indonesia",""
"","Lampung","Bandar Lampung","Tanjung Senang","Tanjung Senang, Bandar Lampung, Lampung, Sumatera, 35141, Indonesia",""
"","Sumatera Selatan","Banyu Asin","Tanjung Lago","Tanjung Lago, Banyuasin, Sumatera Selatan, Sumatera, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kota","Bogor Timur","Bogor Timur, Bogor, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Pekalongan Kabupaten","Kesesi","Kesesi, Pekalongan, Jawa Tengah, Jawa, Indonesia",""
"","Riau","Kampar","Tapung","Tapung Hulu, Kampar, Riau, Sumatera, Indonesia",""
"","Lampung","Bandar Lampung","Langkapura","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Langkapura%2C+Bandar+Lampung%2C+Lampung","not_found"
"","Banten","Serang Kabupaten","Mancak","Mancak, Kab Serang, Banten, Jawa, 42114, Indonesia",""
"","Sumatera Utara","Pematangsiantar","Siantar Martoba","Siantar, Jalan Mataram, Melayu, Siantar Barat, Kota Pematang Siantar, Kota Pematang Siantar–Simalungun, Sumatera Utara, Sumatera, 21117, Indonesia",""
"","Bengkulu","Bengkulu","Teluk Segara","Teluk Segara, Bengkulu, Sumatera, 38118, Indonesia",""
"","Jawa Timur","Sampang","Kedungdung","Kedungdung, Sampang, Jawa Timur, Jawa, 69252, Indonesia",""
"","Jawa Tengah","Batang","Bandar","Bandar, Batang, Jawa Tengah, Jawa, 51254, Indonesia",""
"","Jawa Timur","Pamekasan","Pademawu","Pademawu, Pamekasan, Jawa Timur, Jawa, 69321, Indonesia",""
"","Jawa Timur","Pasuruan","Pohjentrek","Pohjentrek, Pasuruan, Jawa Timur, Jawa, 67171, Indonesia",""
"","Jawa Timur","Bojonegoro","Malo","Malo, Bojonegoro, Jawa Timur, Jawa, Indonesia",""
"","Jambi","Muaro Jambi","Mestong","Mestong, Jalan Tol Betung–Jambi, Muaro Sebapo, Muaro Jambi, Jambi, Sumatera, Indonesia",""
"","Sumatera Utara","Simalungun","Raya","Raya Bayu, Simalungun, Sumatera Utara, Sumatera, Indonesia",""
"","Jawa Tengah","Boyolali","Juwangi","Juwangi, Boyolali, Jawa Tengah, Jawa, 57391, Indonesia",""
"","Sumatera Selatan","Muara Enim","Muara Enim","Muara Enim, Jalan Jenderal Sudirman, Pasar1, Muara Enim, Sumatera Selatan, Sumatera, 31313, Indonesia",""
"","Jawa Tengah","Tegal Kabupaten","Adiwerna","Adiwerna, Tegal, Jawa Tengah, Jawa, 52194, Indonesia",""
"","Jawa Barat","Depok","Tapos","Tapos, Depok, Jawa Barat, Jawa, 16459, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Pusat","Sawah Besar","Sawah Besar, Jalan Krekot Jaya I, RW 07, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10120, Indonesia",""
"","Jawa Timur","Malang","Sumber Pucung","Apotek Sumber Pucung, 3, Krajan, Jatiguwi, Kabupaten Malang, Jawa Timur, Jawa, 65165, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Rancaekek","Rancaekek, Jalan Taman Anggrek, Rancaekek Kulon, Kabupaten Bandung, Jawa Barat, Jawa, 40394, Indonesia",""
"","DKI Jakarta","Jakarta Barat","Kali Deres","Pasar Kali Deres, Jalan Madrasah Raya, RW 01, Kalideres, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11840, Indonesia",""
"","Jawa Tengah","Semarang Kota","Mijen","Mijen, Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Tengah","Banyumas","Karang Lewas","Karanglewas, Banyumas, Jawa Tengah, Jawa, 53161, Indonesia","joined"
"Bandung Raya","Jawa Barat","Bandung Kota","Astana Anyar","SENTRA INDUSTRI KUSEN ASTANA ANYAR, Pelindung Hewan, Astanaanyar, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Klaten","Cawas","Cawas, Klaten, Jawa Tengah, Jawa, 57463, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Cimaung","Cimaung, Kabupaten Bandung, Jawa Barat, Jawa, 40374, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Cisarua","Cisarua, Kab Bogor, Jawa Barat, Jawa, 16750, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Cicurug","Cicurug, Jalan Raya Siliwangi, Cicurug, Kab Sukabumi, Jawa Barat, Jawa, 43358, Indonesia",""
"","Kalimantan Barat","Kubu Raya","Sungai Kakap","Sungai Kakap, Kubu Raya, Kalimantan Barat, 78381, Indonesia",""
"","Bali","Tabanan","","Tabanan, desa delod peken, Tabanan, Bali, Nusa Tenggara, 08351, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Sukajaya","Sukajaya, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Selatan","Palembang","Ilir Barat II","Ilir Barat II, Palembang, Sumatera Selatan, Sumatera, Indonesia",""
"","Maluku","Maluku Tengah","Banda","Kepulauan Banda, Maluku Tengah, Maluku, 97593, Indonesia",""
"","Jawa Tengah","Pekalongan Kabupaten","Kajen","Kajen ꦏꦗꦺꦤ꧀, Pekalongan, Jawa Tengah, Jawa, 51156, Indonesia",""
"","Jawa Timur","Bojonegoro","Balen","Jalan Balen-Sugihwaras, Kemamang, Bojonegoro, Jawa Timur, Jawa, 62185, Indonesia",""
"","Jawa Barat","Bandung Barat","Cililin","Cililin, Bandung Barat, Jawa Barat, Jawa, 40767, Indonesia",""
"","Jawa Barat","Ciamis","Panjalu","Panjalu, Ciamis, Jawa Barat, Jawa, 46264, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kabupaten","Sukawangi","Sukawangi, Kab Bekasi, Jawa Barat, Jawa, Indonesia",""
"","Sulawesi Selatan","Gowa","Tinggimoncong","Tinggimoncong, Gowa, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Barat","Subang","Pamanukan","Pamanukan, Subang, Jawa Barat, Jawa, Indonesia",""
"","Banten","Pandeglang","Menes","Menes, Pandeglang, Banten, Jawa, 42262, Indonesia",""
"","Jawa Timur","Ngawi","Kedunggalar","Kedunggalar, Jalan Raya Kedunggalar, Urungurung, Kedunggalar, Ngawi, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Leuwisadeng","Leuwisadeng, Kab Bogor, Jawa Barat, Jawa, 16640, Indonesia",""
"","Jawa Tengah","Kendal","Pegandon","Pegandon, Kendal, Jawa Tengah, Jawa, 50156, Indonesia",""
"","Sumatera Utara","Binjai","","Binjai, Kota Binjai, Sumatera Utara, Sumatera, 20712, Indonesia",""
"","Jawa Barat","Ciamis","Purwadadi","Purwadadi, Ciamis, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Rancabungur","Rancabungur, Kab Bogor, Jawa Barat, Jawa, 16310, Indonesia",""
"","Jawa Barat","Kuningan","Garawangi","Garawangi, Kuningan, Jawa Barat, Jawa, 45573, Indonesia",""
"","Jawa Barat","Purwakarta","Maniis","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Maniis%2C+Purwakarta%2C+Jawa+Barat","not_found"
"","Jawa Tengah","Banjarnegara","Mandiraja","Mandiraja, Banjarnegara, Jawa Tengah, Jawa, 53463, Indonesia",""
"","Jawa Timur","Malang","Lawang","Lawang, Jalan Raya Mondoroko, Ngamarto, Lawang, Kabupaten Malang, Jawa Timur, Jawa, 65211, Indonesia",""
"","Jawa Barat","Subang","Compreng","Compreng, Subang, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Sumedang","Tanjungkerta","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Tanjungkerta%2C+Sumedang%2C+Jawa+Barat","not_found"
"","Sumatera Selatan","Empat Lawang","Pendopo","Pendopo, Empat Lawang, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Timur","Pasuruan Kabupaten","Puspo","Puspo, Pasuruan, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Singosari","Singosari, Jalan Stasiun Singosari, Mondoroko, Watugede, Kabupaten Malang, Jawa Timur, Jawa, 65153, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Selatan","Pasar Minggu","Pasar Minggu, Jalan Pasar Minggu Raya, RW 07, Pejaten Timur, Pasar Minggu, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 13530, Indonesia",""
"","Jawa Timur","Madiun Kabupaten","Wungu","Wungu, Madiun, Jawa Timur, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Cicendo","Cicendo, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Selatan","Palembang","Kalidoni","Kalidoni, Palembang, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Tengah","Pati","Pati","Kecamatan Pati, Pati, Jawa Tengah, Jawa, Indonesia",""
"","Jambi","Jambi","Paal Merah","Paal Merah, Jambi, Danau Sipin, Jambi, Sumatera, 36138, Indonesia",""
"","Sumatera Selatan","Palembang","Plaju","Simpang 4 Babakan, 04, Palembang, Sumatera Selatan, Sumatera, 30268, Indonesia",""
"","Gorontalo","Gorontalo","","Gorontalo, Sulawesi, Indonesia",""
"","Sulawesi Selatan","Bulukumba","Bonto Bahari","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Bonto+Bahari%2C+Bulukumba%2C+Sulawesi+Selatan","not_found"
"","Sulawesi Tengah","Sigi","Kinovaro","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Kinovaro%2C+Sigi%2C+Sulawesi+Tengah","not_found"
"","Jawa Timur","Mojokerto Kabupaten","Kutorejo","Kutorejo, Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Ngawi","Bringin","Bringin, Ngawi, Jawa Timur, Jawa, Indonesia",""
"","Lampung","Tulangbawang","Gedung Aji","Gedung Asri, Tulang Bawang, Lampung, Sumatera, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Cilincing","Cilincing, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Kalimantan Barat","Sanggau","Parindu","Parindu, Sanggau, Kalimantan Barat, Indonesia",""
"","Jawa Barat","Indramayu","Sindang","Sindang, Indramayu, Jawa Barat, Jawa, 45222, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Susukan","Susukan, Kabupaten Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Nganjuk","Sawahan","Sawahan, Nganjuk, Jawa Timur, Jawa, 64475, Indonesia",""
"","Sumatera Selatan","Lahat","Merapi Barat","Merapi Barat, Lahat, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Tengah","Wonosobo","Leksono","Leksono, Wonosobo, Jawa Tengah, Jawa, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Barat","Kembangan","Kembangan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Selatan","Kebayoran Lama","Kebayoran Lama, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Sukajadi","Sukajadi, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Sukaraja","Sukaraja, Kab Bogor, Jawa Barat, Jawa, 16710, Indonesia",""
"","Sulawesi Utara","Manado","Mapanget","Mapanget Barat, Minahasa Utara, Sulawesi Utara, Sulawesi, 95370, Indonesia",""
"","Kepulauan Riau","Batam","Sei Beduk","Camat Sei Beduk Office, Batam, Kepulauan Riau, Sumatera, 29437, Indonesia",""
"","Jawa Barat","Bandung Kota","Batununggal","Batununggal, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Cikancung","Cikancung, Kabupaten Bandung, Jawa Barat, Jawa, 40396, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Pusat","Cempaka Putih","Cempaka Putih, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Kulon Progo","Wates","Wates, Jalan Perwakilan, Wates, Bendungan, Wates, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, 55651, Indonesia",""
"","Banten","Serang Kabupaten","Pabuaran","Pabuaran, Kab Serang, Banten, Jawa, 42163, Indonesia",""
"","Jawa Timur","Pasuruan Kabupaten","Winongan","Winongan Lor, Pasuruan, Jawa Timur, Jawa, 67181, Indonesia",""
"","Sumatera Selatan","Ogan Ilir","Indralaya Utara","Sman 1 Indralaya Utara, Jalan Pasirah Mat Nang, Ogan Ilir, Sumatera Selatan, Sumatera, 30862, Indonesia",""
"","Sulawesi Selatan","Gowa","Parangloe","Parangloe, Gowa, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Tengah","Wonosobo","Mojotengah","Mojotengah, Wonosobo, Jawa Tengah, Jawa, 56319, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Ambarawa","Ambarawa, Kabupaten Semarang, Jawa Tengah, Jawa, 50612, Indonesia",""
"","Banten","Pandeglang","Banjar","Banjar, Pandeglang, Banten, Jawa, 42217, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Ponjong","Ponjong, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kabupaten","Kedungwaringin","Kedungwaringin, Kab Bekasi, Jawa Barat, Jawa, 41316, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Dukupuntang","Dukupuntang, Kabupaten Cirebon, Jawa Barat, Jawa, 45652, Indonesia",""
"","Jawa Barat","Tasikmalaya Kabupaten","Cikalong","Cikalong, Tasikmalaya, Jawa Barat, Jawa, Indonesia",""
"","Lampung","Lampung Tengah","Padang Ratu","Padang Ratu, Lampung Tengah, Lampung, Sumatera, Indonesia",""
"","Kalimantan Utara","Tarakan","Tarakan Barat","KSR PMI Kota Tarakan, Jalan Pulau Kalimantan, Kampung 1 Skip, Tarakan, 77112, Indonesia","without_Barat"
"","Aceh","Bireuen","Peusangan Siblah Krueng","Krueng Peusangan, Pulo Siron, Peusangan, Bireuen, Aceh, Sumatera, Indonesia",""
"","Papua","Jayapura Kota","Abepura","Abepura, Jayapura, Papua, Western New Guinea, 99351, Indonesia",""
"JABODETABEK","Banten","Tangerang","Cisoka","Cisoka, Kabupaten Tangerang, Banten, Jawa, 15730, Indonesia",""
"","Jawa Tengah","Pati","Tayu","Tayu, Pati, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Magetan","Plaosan","Plaosan, Magetan, Jawa Timur, Jawa, Indonesia",""
"","Aceh","Nagan Raya","","Nagan Raya, Aceh, Sumatera, 23671, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Sleman","Sleman, Triharjo, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55514, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Pagedangan","Pagedangan, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Bali","Gianyar","Ubud","Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",""
"","Riau","Pekanbaru","Tampan","Tampan, Payung Sekaki, Pekanbaru, Riau, Sumatera, Indonesia",""
"","Jawa Barat","Cianjur","Cidaun","Cidaun, Cianjur, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Mojokerto Kabupaten","Jetis","Jetis, Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Depok","Sukmajaya","Sukmajaya, Depok, Jawa Barat, Jawa, 16412, Indonesia",""
"","Kepulauan Riau","Batam","Sagulung","Sagulung, Batam, Kepulauan Riau, Sumatera, 29472, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Barat","Palmerah","Palmerah, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Timur","Mojokerto","Mojosari","Mojosari, Wonokusumo, Mojokerto, Jawa Timur, Jawa, 61382, Indonesia",""
"","Jawa Barat","Cianjur","Cilaku","Cilaku, Cianjur, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Ngawi","Ngawi","Ngawi, Jalan Raya Paron - Ngawi, Ngepehbulaan, Paron, Ngawi, Jawa Timur, Jawa, 63253, Indonesia",""
"","Kalimantan Timur","Kutai Barat","Barong Tongkok","Barong Tongkok, Kutai Barat, Kalimantan Timur, 75575, Indonesia",""
"","Lampung","Lampung Timur","Pekalongan","Pekalongan, Lampung Timur, Lampung, Sumatera, Indonesia",""
"","Jawa Timur","Bondowoso","Pujer","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Pujer%2C+Bondowoso%2C+Jawa+Timur","not_found"
"","Jawa Barat","Bandung Kabupaten","Pasirjambu","Pasirjambu, Kabupaten Bandung, Jawa Barat, Jawa, 40972, Indonesia",""
"","Jawa Barat","Karawang","Talagasari","Talagasari, Karawang, Jawa Barat, Jawa, 41355, Indonesia",""
"","Jawa Tengah","Purbalingga","Kertanegara","Kertanegara, Purbalingga, Jawa Tengah, Jawa, 53354, Indonesia",""
